epoch,lr-AdamW,step,train_acc,train_loss,val_acc,val_loss
,0.001,0,,,,
0,,49,0.7166666984558105,112.4557876586914,,
0,,99,0.7471728920936584,6.2801103591918945,,
0,,149,0.8206474184989929,0.7237377762794495,,
0,,199,0.8408333659172058,3.4291017055511475,,
0,,249,0.3561866283416748,0.8443518280982971,,
0,,299,0.35989826917648315,0.6233289241790771,,
0,,349,0.3793245255947113,0.6958547830581665,,
0,,399,0.6827433705329895,0.803973376750946,,
0,,449,0.6652560234069824,0.6457609534263611,,
0,,499,0.5955759286880493,0.617546796798706,,
0,,549,0.5871474742889404,0.6322201490402222,,
0,,599,0.7430145144462585,0.6995604038238525,,
0,,649,0.7386273145675659,0.60475754737854,,
0,,699,0.5897335410118103,0.6523810029029846,,
0,,749,0.7618290185928345,0.543429970741272,,
0,,753,,,0.7554317712783813,0.5231227874755859
,0.001,754,,,,
1,,799,0.68752521276474,0.5486099720001221,,
1,,849,0.7581027746200562,0.508973240852356,,
1,,899,0.7289996147155762,0.48538315296173096,,
1,,949,0.8670370578765869,0.6830908060073853,,
1,,999,0.8896741271018982,0.5421670079231262,,
1,,1049,0.6568670272827148,0.46278834342956543,,
1,,1099,0.9007854461669922,0.46203839778900146,,
1,,1149,0.9148038625717163,0.6614837050437927,,
1,,1199,0.9161462783813477,0.6495391726493835,,
1,,1249,0.765773594379425,0.5469469428062439,,
1,,1299,0.7725738286972046,0.5167248845100403,,
1,,1349,0.8867846727371216,0.5424709320068359,,
1,,1399,0.8242100477218628,0.4577663540840149,,
1,,1449,0.8423773050308228,0.5026382803916931,,
1,,1499,0.6968131065368652,0.44327107071876526,,
1,,1507,,,0.8222418427467346,0.4234607219696045
,0.001,1508,,,,
2,,1549,0.8622204065322876,0.4322894215583801,,
2,,1599,0.8479532599449158,0.4924473464488983,,
2,,1649,0.9141104221343994,0.6716693043708801,,
2,,1699,0.9353741407394409,0.5016799569129944,,
2,,1749,0.8963265419006348,0.6678743362426758,,
