epoch,lr-AdamW,step,train_acc,train_loss,val_acc,val_loss
,0.001,0,,,,
0,,49,0.6029166579246521,315.5073547363281,,
0,,99,0.3869144022464752,66.25951385498047,,
0,,149,0.4772528409957886,5.174296855926514,,
0,,199,0.7054166793823242,1.1859253644943237,,
0,,249,0.6989858150482178,0.5942996144294739,,
0,,299,0.7278507947921753,0.43172749876976013,,
0,,349,0.6845139861106873,0.49342450499534607,,
0,,399,0.8022123575210571,0.4296124279499054,,
0,,449,0.6796445250511169,0.45181804895401,,
0,,499,0.5926544070243835,0.41586557030677795,,
0,,549,0.7563568949699402,0.48219868540763855,,
0,,599,0.7441951632499695,0.41956672072410583,,
0,,649,0.715881884098053,0.4146221876144409,,
0,,699,0.5677899718284607,0.5270911455154419,,
0,,749,0.5343936681747437,0.4728374481201172,,
0,,799,0.9954513907432556,0.0037131616845726967,,
0,,849,0.9952057003974915,0.00361807644367218,,
0,,899,0.9933692216873169,0.0048598311841487885,,
0,,949,0.9960784316062927,0.0028757986146956682,,
0,,999,0.9939090013504028,0.00457705557346344,,
0,,1049,1.0,0.0037212595343589783,,
0,,1099,0.9999999403953552,0.0026145968586206436,,
0,,1149,1.0,0.001259464304894209,,
0,,1199,1.0,0.0007603825069963932,,
0,,1249,1.0,4.054372402606532e-05,,
0,,1299,0.8578855991363525,0.7989118695259094,,
0,,1349,0.7103860974311829,0.7028065919876099,,
0,,1399,0.8297271728515625,0.6693944931030273,,
0,,1449,0.7910743951797485,0.6703158020973206,,
0,,1499,0.694110631942749,0.6866310238838196,,
0,,1549,0.8783697485923767,0.6779699325561523,,
0,,1599,0.8174300193786621,0.6834030151367188,,
0,,1649,0.7630972266197205,0.660774827003479,,
0,,1699,0.7526881694793701,0.6304654479026794,,
0,,1749,0.9088318943977356,0.6491754055023193,,
0,,1799,0.8260726928710938,0.6319959759712219,,
0,,1824,,,0.8751054406166077,0.6849822998046875
,0.001,1825,,,,
1,,1849,0.8885259628295898,0.7440162897109985,,
1,,1899,0.8603512048721313,0.6245633363723755,,
1,,1949,0.3117154836654663,0.6263325214385986,,
1,,1999,0.339297354221344,0.6032053232192993,,
1,,2049,0.3361210525035858,0.5759637355804443,,
1,,2099,0.30124348402023315,0.5801733136177063,,
1,,2149,0.35644373297691345,0.5552803874015808,,
1,,2199,0.34135669469833374,0.52256840467453,,
1,,2249,0.3361593782901764,0.5393889546394348,,
1,,2299,0.33944955468177795,0.5876607298851013,,
1,,2349,0.3410119414329529,0.5460273623466492,,
1,,2399,0.2954173684120178,0.5696263909339905,,
1,,2449,0.3182186186313629,0.5102955102920532,,
1,,2499,0.3136752247810364,0.5233592391014099,,
1,,2549,0.347652792930603,0.5402305126190186,,
1,,2599,0.9324618577957153,0.10026173293590546,,
1,,2649,0.9952909350395203,0.008333130739629269,,
1,,2699,0.9972125291824341,0.005084861069917679,,
1,,2749,0.9930403232574463,0.009750672616064548,,
1,,2799,0.9944872856140137,0.00733921118080616,,
1,,2849,0.9948415756225586,0.006410246714949608,,
1,,2899,0.9951185584068298,0.005851122550666332,,
1,,2949,0.9952363967895508,0.006206037010997534,,
1,,2999,0.9932100772857666,0.007898695766925812,,
1,,3049,0.9934592843055725,0.0075973328202962875,,
1,,3099,0.4661538302898407,1.1851332187652588,,
1,,3149,0.18789607286453247,0.7402060031890869,,
1,,3199,0.23589584231376648,0.7132527232170105,,
1,,3249,0.2679360806941986,0.7010744214057922,,
1,,3299,0.2930038571357727,0.6858543157577515,,
1,,3349,0.3589826226234436,0.677664041519165,,
1,,3399,0.8509615659713745,0.6644022464752197,,
1,,3449,0.7618737816810608,0.6697337627410889,,
1,,3499,0.7734148502349854,0.6692256927490234,,
1,,3549,0.8014864921569824,0.6653535962104797,,
1,,3599,0.8127838969230652,0.643704891204834,,
1,,3649,0.8691588640213013,0.6596105694770813,,
1,,3649,,,0.8546804785728455,0.6863685846328735
,0.001,3650,,,,
2,,3699,0.9020833373069763,0.6366198658943176,,
2,,3749,0.2851373255252838,0.6492798924446106,,
2,,3799,0.3175853192806244,0.6003219485282898,,
2,,3849,0.33416667580604553,0.6078644394874573,,
2,,3899,0.3070994019508362,0.5731689929962158,,
