epoch,lr-AdamW,step,train_acc,train_loss,val_acc,val_loss
,0.001,0,,,,
0,,49,0.6504166722297668,200.6814727783203,,
0,,99,0.6490306854248047,14.149330139160156,,
0,,149,0.5625547170639038,2.0017635822296143,,
0,,199,0.7604166865348816,0.9108532071113586,,
0,,249,0.6908721923828125,0.6112227439880371,,
0,,299,0.4849512577056885,0.5145552754402161,,
0,,349,0.7742998003959656,0.49936437606811523,,
0,,399,0.7115043997764587,0.5842678546905518,,
0,,449,0.4104951322078705,0.6005579233169556,,
0,,499,0.7708680629730225,0.39237180352211,,
0,,549,0.58298659324646,0.49498453736305237,,
0,,599,0.704053521156311,0.4595744013786316,,
0,,649,0.6739824414253235,0.4169636368751526,,
0,,699,0.6634012460708618,0.40632760524749756,,
0,,749,0.7753479480743408,0.40715014934539795,,
0,,799,0.9989503622055054,0.0011485670693218708,,
0,,849,0.9999999403953552,0.00030960820731706917,,
0,,899,0.9991711378097534,0.0010561262024566531,,
0,,949,0.9989304542541504,0.0009996958542615175,,
0,,999,0.9996417164802551,0.0004765378253068775,,
0,,1049,1.0,0.00014406704576686025,,
0,,1099,0.9996415376663208,0.0003873156092595309,,
0,,1149,1.0,0.0001338208676315844,,
0,,1199,1.0,6.441682489821687e-05,,
0,,1249,0.9996277093887329,0.0003549562825355679,,
0,,1299,0.7493934035301208,0.9126761555671692,,
0,,1349,0.6980692148208618,0.7340962290763855,,
0,,1399,0.7406710386276245,0.6187204718589783,,
0,,1449,0.8016529083251953,0.6884698867797852,,
0,,1499,0.7358774542808533,0.6538487672805786,,
0,,1549,0.8687419891357422,0.6563645601272583,,
0,,1599,0.802480936050415,0.6726285219192505,,
0,,1649,0.7693575024604797,0.6591314673423767,,
0,,1699,0.7943955659866333,0.590977132320404,,
0,,1749,0.800886332988739,0.6252326369285583,,
0,,1799,0.7906976938247681,0.5953767895698547,,
0,,1824,,,0.8925816416740417,0.6558095812797546
,0.001,1825,,,,
1,,1849,0.33605554699897766,0.6257532238960266,,
1,,1899,0.36627197265625,0.5523360371589661,,
1,,1949,0.3192468583583832,0.4734203815460205,,
1,,1999,0.3477553725242615,0.5782220363616943,,
1,,2049,0.35444045066833496,0.5825967192649841,,
1,,2099,0.31327715516090393,0.5660732388496399,,
1,,2149,0.3658238351345062,0.5183002352714539,,
1,,2199,0.35492342710494995,0.5079414248466492,,
1,,2249,0.35226792097091675,0.5277882218360901,,
1,,2299,0.34250766038894653,0.5411898493766785,,
1,,2349,0.34142330288887024,0.5229244232177734,,
1,,2399,0.30932897329330444,0.5539645552635193,,
1,,2449,0.3238866329193115,0.5016979575157166,,
1,,2499,0.3423076868057251,0.4997752904891968,,
1,,2549,0.3689105212688446,0.5162522196769714,,
1,,2599,0.4600580930709839,0.6361347436904907,,
1,,2649,0.4769592881202698,0.4980490207672119,,
1,,2699,0.48222994804382324,0.41725990176200867,,
1,,2749,0.4703296720981598,0.3697877824306488,,
1,,2799,1.0,0.31174343824386597,,
1,,2849,1.0,0.29525813460350037,,
1,,2899,1.0,0.2647802531719208,,
1,,2949,1.0,0.2346375733613968,,
1,,2999,1.0,0.22105780243873596,,
1,,3049,1.0,0.20275777578353882,,
1,,3099,0.8710768818855286,0.7042099237442017,,
1,,3149,0.891951858997345,0.6344122290611267,,
1,,3199,0.8608183860778809,0.6108618378639221,,
1,,3249,0.8660319447517395,0.6684755086898804,,
1,,3299,0.8690629005432129,0.6181699633598328,,
1,,3349,0.8634900450706482,0.5557469129562378,,
1,,3399,0.8381410241127014,0.604172945022583,,
1,,3449,0.8610930442810059,0.565433919429779,,
1,,3499,0.8693273067474365,0.579211950302124,,
1,,3549,0.9340353012084961,0.6145404577255249,,
1,,3599,0.8309539556503296,0.6009738445281982,,
1,,3649,0.8538657426834106,0.5363143086433411,,
1,,3649,,,0.8626184463500977,0.6731867790222168
,0.001,3650,,,,
2,,3699,0.9087499976158142,0.7702388167381287,,
2,,3749,0.8957996964454651,0.7708092331886292,,
2,,3799,0.9085739254951477,0.6981552839279175,,
2,,3849,0.9187500476837158,0.6122450828552246,,
2,,3899,0.8450304269790649,0.5274201035499573,,
2,,3949,0.9071640372276306,0.6328777074813843,,
2,,3999,0.3484349250793457,0.5976541638374329,,
2,,4049,0.3323008716106415,0.6019934415817261,,
2,,4099,0.36690646409988403,0.5579519867897034,,
2,,4149,0.3372287154197693,0.5541332960128784,,
2,,4199,0.3758668303489685,0.5553593039512634,,
2,,4249,0.3191656768321991,0.5332770943641663,,
2,,4299,0.35235434770584106,0.5192386507987976,,
2,,4349,0.3389498293399811,0.5504637360572815,,
2,,4399,0.33956262469291687,0.5208092927932739,,
2,,4449,0.945766270160675,0.053168829530477524,,
2,,4499,0.9536556005477905,0.04461347311735153,,
2,,4549,0.9440529942512512,0.05279103294014931,,
2,,4599,0.9529411792755127,0.04317377880215645,,
2,,4649,0.9462558031082153,0.04837938770651817,,
2,,4699,0.9502741098403931,0.04382234066724777,,
2,,4749,0.9498207569122314,0.04431983456015587,,
2,,4799,0.9543899893760681,0.039218537509441376,,
2,,4849,0.9481884241104126,0.04354236647486687,,
2,,4899,0.9512286186218262,0.04029648378491402,,
2,,4949,0.20589254796504974,0.6899431943893433,,
2,,4999,0.31790944933891296,0.6845465898513794,,
2,,5049,0.34807148575782776,0.6704574227333069,,
2,,5099,0.843305766582489,0.6680054068565369,,
2,,5149,0.7962740659713745,0.6552078127861023,,
2,,5199,0.8735558390617371,0.6475356221199036,,
2,,5249,0.8794529438018799,0.6579629182815552,,
2,,5299,0.809555172920227,0.6273466348648071,,
2,,5349,0.8344737887382507,0.6083219051361084,,
2,,5399,0.7730294466018677,0.6253141760826111,,
2,,5449,0.820176899433136,0.5904139876365662,,
2,,5474,,,0.8345661163330078,0.6545791625976562
